store_name,#뷰맛집,#사진명소,#힐링코스,#분위기좋은,#이색체험,#야경명소,#계절명소,#아이와함께,#가족여행,#데이트코스,#우정여행,#혼자여행,#찐맛집,#디저트맛집,#가성비갑,#양푸짐,#주차편함,#친절해요,#넓은공간,#접근성좋은,#청결한,#웨이팅필수,#산책하기좋은,#역사탐방,#전시관람,#액티비티,#실내데이트,#반려동물동반,#무료입장,#휴식하기좋은
남부시장,0.0034205893,0.0030125051,0.0034809595,0.0011448978,0.0042856634,0.00093670475,0.0028360935,0.004010805,0.0026573346,0.00072353653,0.000766825,0.00051358034,0.013083831,0.0013550982,0.06549794,0.003118541,0.2709248,0.043724094,0.0069222627,0.027462984,0.018121222,0.009289887,0.004011814,0.00072833145,0.0013067124,0.0011437451,0.0011025568,0.0008149399,0.010827882,0.0063926145
남이섬,0.11264597,0.1539448,0.15829284,0.043325305,0.0894388,0.018467836,0.3258416,0.18313365,0.14336,0.031838395,0.032470956,0.010474004,0.069935575,0.05058776,0.036384463,0.009320361,0.07761075,0.03093507,0.046101805,0.09960126,0.07653543,0.09875621,0.1977973,0.007289795,0.016963169,0.010343322,0.051239755,0.069359384,0.055752493,0.21343355
남해독일마을,0.2873371,0.12675601,0.06426458,0.07255452,0.06562659,0.011539611,0.08124685,0.05817878,0.046524007,0.015707856,0.015168616,0.0076069864,0.104975216,0.09196626,0.016480839,0.0100501245,0.06372651,0.032640226,0.016850283,0.027802076,0.02154006,0.035675384,0.11277074,0.015920242,0.045673937,0.0040426385,0.02056879,0.008500744,0.0094034765,0.12829205
농협경제지주 안성팜랜드,0.05938708,0.16186064,0.04956556,0.017297318,0.4211895,0.0060629086,0.25411448,0.6046651,0.15117367,0.020988015,0.027689243,0.022648705,0.06767474,0.11026886,0.027703632,0.009331203,0.035247914,0.051588804,0.08723832,0.039343353,0.0515368,0.0871975,0.04917223,0.006513904,0.0128637515,0.21527424,0.051839627,0.026516933,0.04832269,0.069530345
다누리아쿠아리움,0.036370188,0.06475036,0.030646348,0.01639332,0.16140716,0.006667103,0.03420864,0.32967177,0.068692565,0.013358361,0.0068723583,0.018899541,0.013117255,0.012717402,0.14494503,0.010705359,0.104878284,0.036196835,0.14589894,0.05153229,0.14415638,0.045278862,0.011069321,0.0054968386,0.0924695,0.0071747955,0.034131877,0.0072379294,0.10549794,0.014687277
다대포해수욕장,0.27874547,0.087106936,0.057849824,0.07704208,0.032855827,0.028270597,0.15100886,0.056086913,0.03178512,0.018902294,0.017295416,0.0075014895,0.065203965,0.01235769,0.01409134,0.010441244,0.06778454,0.026192352,0.014235419,0.0735209,0.033495203,0.033367347,0.2641089,0.0056252866,0.0054559642,0.0037593038,0.03406565,0.017429823,0.0072624,0.19866562
대관령 삼양라운드힐,0.3548399,0.107959785,0.08318961,0.03212547,0.12724504,0.0039964775,0.25020257,0.20393445,0.057217803,0.007959904,0.0105144195,0.006471352,0.024040172,0.024012875,0.024229137,0.007486632,0.022724314,0.040488552,0.035055544,0.1576892,0.02105562,0.09444505,0.05033243,0.0053918283,0.022882842,0.005207117,0.092080094,0.009528954,0.024936533,0.052156515
대관령양떼목장,0.22312948,0.12119433,0.13520774,0.038100105,0.23035476,0.008520249,0.27756137,0.16381778,0.061952814,0.023473172,0.024446998,0.015463443,0.015473319,0.015458869,0.014501809,0.009325108,0.027895795,0.02803466,0.020063573,0.03323601,0.05779365,0.09796153,0.12930095,0.0045202416,0.0068433867,0.005943299,0.12177522,0.01904098,0.061018273,0.13373566
대왕암공원,0.16958398,0.06695036,0.067059815,0.0448411,0.03962625,0.01303076,0.11671821,0.033948716,0.035475902,0.014398536,0.011872535,0.0026495026,0.015123633,0.013876612,0.007364915,0.0051515982,0.08325005,0.017542971,0.007930666,0.029062001,0.03772573,0.019864587,0.2259417,0.009865732,0.009929595,0.0026938845,0.038200516,0.018077165,0.03105695,0.2075429
대전오월드,0.009067146,0.040240265,0.029398847,0.004285051,0.17907804,0.026958628,0.17375833,0.44713637,0.071383014,0.01926272,0.022827324,0.017461227,0.040732615,0.017761005,0.049936805,0.00814015,0.037129164,0.06506669,0.040591177,0.0878368,0.09183476,0.20263119,0.018627927,0.0040309057,0.019193547,0.29545438,0.02066333,0.006392968,0.013509157,0.0394805
대천해수욕장,0.38294062,0.058994863,0.06334945,0.055937875,0.079965815,0.06084278,0.21054344,0.076451026,0.05824807,0.020999378,0.01368614,0.010283379,0.07281028,0.044407018,0.011121974,0.004042618,0.034268945,0.022279257,0.021800019,0.08576486,0.077593304,0.04958005,0.06799644,0.010388289,0.00615915,0.012516079,0.07418731,0.015609948,0.014537946,0.12713125
대포주상절리,0.232358,0.0854456,0.019962069,0.066508934,0.02000194,0.004067526,0.052596692,0.026073398,0.018440349,0.0017546028,0.0052947197,0.009799962,0.0063177873,0.0042890017,0.017784579,0.0038516456,0.092106886,0.01018368,0.015640885,0.027262114,0.030770557,0.013431279,0.0868725,0.003860858,0.026630595,0.0019752313,0.012614651,0.0017548283,0.11926034,0.08549164
대한다원보성녹차밭,0.2422799,0.17911826,0.15088472,0.0721607,0.016379844,0.008270796,0.12549289,0.1453066,0.050469436,0.024083903,0.007762563,0.0030338939,0.019182011,0.015612878,0.024558993,0.0032008903,0.027139068,0.009717217,0.013523821,0.015197399,0.03473075,0.026330339,0.1423418,0.0023866044,0.008640074,0.002846079,0.051189218,0.012584932,0.045568664,0.16070558
더그림,0.16422133,0.6176645,0.2039927,0.13516863,0.045999795,0.009128798,0.27754202,0.108000286,0.2522776,0.08586488,0.06889617,0.016193468,0.03615698,0.20571302,0.041064244,0.017749375,0.053242944,0.0581512,0.034401298,0.04323343,0.13419616,0.04273161,0.121401094,0.008570367,0.012162261,0.007440365,0.08765454,0.037107162,0.094226144,0.15797026
덕수궁,0.08561887,0.119967975,0.10100292,0.12477082,0.054180175,0.12031771,0.30038023,0.057020023,0.04290293,0.027734011,0.01389581,0.020975616,0.014650608,0.026721476,0.013638466,0.008714623,0.015943373,0.022859763,0.030714232,0.16468272,0.030706279,0.082072966,0.23706408,0.15241244,0.22144817,0.005153472,0.031181302,0.00827823,0.11124146,0.25078806
도담삼봉,0.236183,0.13784069,0.05250751,0.11210962,0.042970583,0.014584596,0.1382372,0.026947107,0.022736061,0.0029328032,0.0021100598,0.0026194765,0.027562844,0.02401522,0.021017753,0.0058486504,0.15506388,0.012120998,0.0028498399,0.039367467,0.014452352,0.032796293,0.045724373,0.01704851,0.009417015,0.005367216,0.041607592,0.0049786638,0.04547157,0.061250098
도산서원,0.1732604,0.057004478,0.054061282,0.06972149,0.041696712,0.014842208,0.13120659,0.038512345,0.021934677,0.0041673724,0.0036560576,0.0023300392,0.0030218223,0.0032587345,0.005409574,0.0034517022,0.08050839,0.035289947,0.018647801,0.045452457,0.059551973,0.012790585,0.08173013,0.0653699,0.03628109,0.002182339,0.027155984,0.004476029,0.048394267,0.11015755
독립기념관,0.0216959,0.032080386,0.046280615,0.021112476,0.061629187,0.013126397,0.14367798,0.15964168,0.031287115,0.004912866,0.0024863356,0.002669129,0.014380693,0.011425436,0.026690627,0.013384653,0.14481665,0.005936857,0.042166878,0.10370136,0.033262756,0.030966127,0.07053103,0.083590284,0.19096965,0.0035490065,0.013516318,0.0032953029,0.05321378,0.06948838
동궁과 월지,0.17009112,0.26270214,0.07561442,0.1277119,0.028268395,0.58057636,0.14239933,0.062876515,0.070385575,0.028231408,0.015582838,0.012580679,0.03117949,0.012071945,0.028833408,0.010177631,0.16726226,0.01434142,0.017243102,0.08540774,0.03505209,0.13061903,0.15775102,0.03497244,0.039470978,0.006580685,0.024528954,0.009468949,0.064326204,0.16412008
동문시장,0.007824166,0.009750795,0.0053557027,0.007962784,0.012338488,0.004327987,0.007970029,0.03095218,0.010817904,0.0018072578,0.00959594,0.0046358225,0.16571245,0.0051605077,0.03141146,0.019227164,0.0128377415,0.10808974,0.0016570865,0.037750658,0.07142754,0.015321454,0.0023319628,0.0042787055,0.0015185819,0.0027586466,0.030795962,0.0048563955,0.0016611841,0.0028711671
두물머리,0.20642549,0.09905928,0.11102336,0.077317804,0.0329403,0.010648992,0.26518497,0.056065373,0.022822632,0.021211013,0.013459824,0.00853807,0.049928617,0.1279637,0.016958745,0.0070120064,0.10886986,0.026030026,0.0056859837,0.05971249,0.01301697,0.044669114,0.26512143,0.0061626164,0.0157481,0.003792428,0.060379114,0.019877063,0.045863707,0.28664526
레고랜드 코리아,0.022087561,0.08327892,0.036458943,0.019638633,0.20064467,0.022933213,0.15540554,0.46295628,0.05178145,0.009878553,0.012761912,0.014874951,0.110547006,0.027753085,0.043594316,0.017086053,0.10889121,0.079088524,0.03283889,0.06079118,0.042959213,0.22221467,0.017023416,0.008948786,0.020558782,0.21640679,0.046128023,0.015729714,0.037826195,0.02980201
롯데월드 아쿠아리움,0.06545219,0.101368636,0.045069408,0.0053295973,0.18264548,0.008507409,0.028211264,0.3679039,0.081794195,0.05313297,0.052609313,0.009286907,0.014190367,0.0131435385,0.03991476,0.0055104503,0.025971467,0.030820966,0.1052554,0.031204212,0.0762442,0.06280362,0.0043957834,0.0026248766,0.051814873,0.0049749124,0.02863028,0.003921501,0.009988827,0.015020713
롯데월드 어드벤처,0.0154051,0.061486628,0.033059195,0.016957426,0.18855901,0.018014118,0.065097176,0.2701529,0.018597895,0.009809121,0.066461824,0.014070608,0.04034822,0.018246366,0.0425346,0.008148211,0.033744648,0.04437786,0.0105910525,0.049010392,0.015137767,0.19112246,0.006143871,0.00297428,0.012765665,0.15428929,0.073921435,0.0039107827,0.00636237,0.025210463
롯데월드 어드벤처 부산,0.016162248,0.08062195,0.0376605,0.01212973,0.17426284,0.021498682,0.09906915,0.3295054,0.032400303,0.01933965,0.039587907,0.0129828,0.036895834,0.023830729,0.04311371,0.01031829,0.05905455,0.08352501,0.05352739,0.02728374,0.042980913,0.23726717,0.014705997,0.0034299714,0.011455657,0.2729248,0.023983685,0.009915055,0.012344242,0.026246728
만천하스카이워크,0.40496144,0.074467674,0.03687397,0.039166696,0.07931883,0.010159564,0.10739076,0.061420303,0.046531074,0.0035391648,0.0074619395,0.016668139,0.008738588,0.013971,0.03320019,0.0043554506,0.10569692,0.06124069,0.00575717,0.21879461,0.019189902,0.10349393,0.026171217,0.005981427,0.008103509,0.036703475,0.058958292,0.0059423265,0.053886704,0.029479286
망원시장,0.0013058058,0.0051416745,0.005608111,0.0008742095,0.01654467,0.0053550024,0.0028636544,0.015958853,0.0005730553,0.0007088204,0.0053613195,0.005047796,0.03376716,0.005499447,0.06717806,0.0011192898,0.019726511,0.071787685,0.00066220644,0.0053400593,0.0054097297,0.006348514,0.00094665925,0.0004955929,0.0007130523,0.0008643303,0.00056105474,0.0006029833,0.0007694302,0.001455598
매미성,0.355173,0.24911062,0.04608843,0.082421236,0.04969004,0.019877633,0.08072695,0.041508548,0.03763749,0.016877202,0.0051295375,0.04275284,0.067100406,0.16356239,0.01317889,0.010280183,0.08587493,0.03229067,0.038349204,0.058470283,0.029676888,0.028723426,0.035121825,0.0043828986,0.016666122,0.0037049379,0.021014415,0.009787055,0.058800288,0.05040725
메타세쿼이아가로수길,0.059730686,0.116803095,0.11077816,0.045818303,0.039720777,0.013879525,0.19080064,0.074278384,0.042162713,0.021309823,0.010706412,0.0061140773,0.025856161,0.0230568,0.009220455,0.0037031788,0.022359444,0.009156243,0.00576141,0.02587719,0.03901683,0.04249795,0.28400454,0.003966052,0.028121497,0.003837876,0.042906612,0.0137934955,0.099086046,0.24338412
메타프로방스,0.015143962,0.024640916,0.0054525984,0.010803176,0.009700398,0.0045129913,0.0111640105,0.012646142,0.008574672,0.008565095,0.004398609,0.00095783715,0.044099256,0.04299214,0.012815634,0.0028459833,0.0066240197,0.025020134,0.00091560755,0.021158276,0.008633148,0.033728268,0.015589208,0.0007804846,0.0029996359,0.0012807677,0.010626081,0.0010132855,0.0011699148,0.016188577
목포근대역사관 1관,0.009664857,0.04375397,0.028378408,0.014302923,0.03418133,0.0051671662,0.014302765,0.055285066,0.008059469,0.005450704,0.0050772405,0.004990906,0.0028678756,0.0057504484,0.00810978,0.0029516178,0.032347053,0.02191838,0.0053634983,0.23495784,0.008469329,0.004392937,0.006195638,0.23092812,0.10449067,0.0015992194,0.01482122,0.0021331445,0.03860278,0.00964033
목포해상케이블카 북항승강장,0.43836662,0.0663657,0.057688773,0.04900227,0.09656021,0.078244165,0.17962688,0.06312241,0.12737468,0.013471749,0.018154074,0.02091751,0.019862257,0.036516532,0.03025649,0.010456338,0.03441807,0.045520898,0.013966686,0.038900193,0.016796796,0.23799591,0.14100818,0.0056957067,0.008447488,0.009586886,0.10284742,0.012031332,0.014084276,0.13623095
문경 에코월드,0.04571476,0.05556651,0.031922046,0.013073798,0.23247741,0.010738755,0.12341745,0.5469927,0.100324035,0.022551553,0.008217358,0.0136304395,0.038761847,0.030757282,0.081388906,0.010953862,0.024137389,0.081102684,0.041345935,0.049634762,0.05554575,0.083324574,0.028598916,0.015868228,0.030102205,0.06881808,0.11425687,0.009366372,0.08743729,0.049777217
문경새재도립공원,0.11397551,0.06560185,0.102697566,0.037289176,0.041361906,0.008035279,0.22467685,0.056147568,0.047694955,0.017885149,0.011162448,0.013498402,0.033481292,0.016100205,0.027325582,0.010367945,0.14869748,0.02589499,0.026895268,0.07230111,0.040452603,0.03100628,0.30545062,0.022004556,0.012541845,0.009952212,0.043652195,0.009079451,0.045986135,0.22050427
문화역서울284,0.018951029,0.050895985,0.06663269,0.04260296,0.21445474,0.01778228,0.018857097,0.12003315,0.028628971,0.0136724785,0.011378145,0.0235007,0.014488725,0.040856697,0.0070702964,0.00677139,0.0045506987,0.09298245,0.019827576,0.31237614,0.016865447,0.107059985,0.0113771325,0.22813667,0.34113887,0.005735492,0.029166656,0.0056996825,0.095151834,0.05214456
뮤지엄산,0.1551208,0.09044557,0.20925803,0.08352825,0.1339878,0.02052841,0.23253,0.06959722,0.05663961,0.022695497,0.026870446,0.020558408,0.01825189,0.1221912,0.030287221,0.0065373834,0.047013134,0.048512105,0.038366865,0.050679203,0.031675678,0.079635955,0.066110425,0.029418739,0.4116508,0.0052119764,0.033839494,0.005417693,0.06066343,0.12886357
바람의언덕,0.3640506,0.14658853,0.06571701,0.038779203,0.017614782,0.006599841,0.10195967,0.029173547,0.027411556,0.014175278,0.012802034,0.009233806,0.01861223,0.055452,0.0074190022,0.0061169416,0.11241343,0.026917752,0.0060531064,0.04643126,0.017756859,0.029863205,0.07833728,0.003153976,0.0072182138,0.0024552175,0.11915638,0.012367058,0.031148765,0.08517938
발왕산 기 스카이워크,0.42284116,0.1331446,0.053823814,0.04941606,0.039450455,0.009414079,0.29704374,0.03244149,0.09335483,0.0074199345,0.01092761,0.0044156476,0.017774535,0.033281043,0.03259676,0.002413172,0.022986917,0.009585038,0.006645852,0.013934539,0.009028402,0.09691146,0.16246954,0.0020915088,0.002813509,0.004981778,0.12190878,0.002294408,0.013975741,0.14992851
법주사,0.063868195,0.050364967,0.07282837,0.03256874,0.017186522,0.0024292748,0.14561006,0.030552128,0.022712782,0.006258848,0.009324406,0.01179264,0.0069662784,0.012542441,0.011658307,0.0040698117,0.094831094,0.027088515,0.013818388,0.03307055,0.02109076,0.018424345,0.11765802,0.066432945,0.011759352,0.0021786476,0.016913068,0.006339709,0.07360117,0.11159835
벽초지수목원,0.06123726,0.24500458,0.08850435,0.051456947,0.034285203,0.0059229187,0.3978832,0.07041866,0.083501086,0.027822746,0.017778825,0.012614949,0.015410751,0.029238664,0.019523265,0.010040033,0.055058926,0.021281632,0.057028826,0.02895297,0.08177189,0.047026888,0.2281408,0.008023736,0.023044934,0.0041408422,0.030075362,0.006272361,0.13729636,0.23048879
별마로천문대,0.19413741,0.03292779,0.01962709,0.02374532,0.048967026,0.062574774,0.046158865,0.06719699,0.01711639,0.008379002,0.0036656603,0.0019913528,0.02782526,0.16037375,0.015644837,0.0027534375,0.00773938,0.0542054,0.0036890677,0.03342615,0.00842954,0.052443523,0.0032817863,0.0019712353,0.01859282,0.0020392872,0.019096496,0.0017723201,0.004176086,0.014015641
봉은사,0.024583824,0.037991248,0.13183601,0.057566848,0.010749012,0.025441816,0.08732136,0.013973357,0.020936087,0.003884357,0.007453413,0.0032440799,0.004262648,0.02309857,0.015900003,0.0016510927,0.0601105,0.020379318,0.013914448,0.05996918,0.008309035,0.013507275,0.08540454,0.0067216,0.0048390212,0.0011950862,0.0059315963,0.0015057945,0.009197129,0.0969574
부산시민공원,0.029398682,0.044468313,0.06247974,0.008339532,0.026501685,0.036267955,0.13553746,0.081003435,0.046202626,0.02854986,0.012605329,0.0064465906,0.0063494206,0.032245953,0.01959619,0.0044940542,0.14025,0.023708625,0.024695123,0.033952333,0.03753717,0.02300213,0.2920759,0.01899181,0.022058466,0.0030632075,0.013540038,0.031107198,0.007891018,0.30159786
부산엑스더스카이,0.48486248,0.12807573,0.02276535,0.05890197,0.08461297,0.19153225,0.09998982,0.117422566,0.11979085,0.029821113,0.016475232,0.017989174,0.047138523,0.06276957,0.047465753,0.0053960327,0.0448398,0.051912405,0.00868586,0.036442347,0.031944945,0.09451624,0.007977957,0.006179389,0.049656093,0.008380714,0.045017943,0.0099173235,0.06093207,0.016781233
부산타워,0.2640444,0.102136135,0.009823462,0.058548484,0.10633737,0.2464535,0.07673942,0.15683481,0.07053036,0.01467222,0.02105496,0.009485124,0.012107354,0.020609321,0.024457179,0.0026297003,0.018886983,0.051192418,0.0053299656,0.047609992,0.009651818,0.04392294,0.038390614,0.0056348895,0.04316091,0.0035482717,0.028250651,0.004996492,0.01893099,0.055750046
부소산성,0.055132173,0.021127677,0.05826672,0.014732107,0.015026125,0.0022764106,0.103612594,0.033472575,0.030677434,0.0026454984,0.0017051321,0.0020601626,0.0074052033,0.0028274101,0.016803851,0.0037363826,0.030691408,0.016711961,0.007208304,0.0655501,0.03765622,0.009622994,0.23961066,0.092568375,0.023467321,0.0021508376,0.046322722,0.0026436632,0.075376004,0.22469604
북촌 한옥마을,0.10436729,0.13138312,0.054623265,0.06495224,0.059401922,0.010886815,0.09564237,0.034519184,0.0066478723,0.017761817,0.021340132,0.010571727,0.055674847,0.03772107,0.006797549,0.003776781,0.011111143,0.031953122,0.0066970405,0.071668394,0.035311703,0.0288878,0.07452213,0.037549686,0.032402862,0.0023147152,0.011429861,0.0064138835,0.01524336,0.122710936
불국사,0.06992944,0.0816295,0.105431296,0.06582395,0.028227435,0.003286222,0.25620684,0.051629238,0.048885714,0.007064354,0.011875127,0.00436344,0.011498689,0.01696761,0.017494775,0.007417021,0.15191321,0.023939209,0.01297663,0.09326338,0.02532409,0.029626759,0.060849566,0.08584241,0.02880322,0.0022419398,0.020445818,0.0042908792,0.050986014,0.06782242
비봉공룡공원,0.012838429,0.01695281,0.0059461016,0.005418959,0.29119292,0.0034705745,0.018508019,0.6076071,0.033606797,0.0016498761,0.0033489747,0.0033406878,0.006406489,0.015775468,0.025626676,0.00553054,0.027568912,0.028009465,0.01392074,0.02683852,0.02161653,0.028922202,0.0024901668,0.0037877897,0.05984289,0.002728145,0.031142147,0.0015440698,0.016124241,0.00494009
비자림,0.035028815,0.05795924,0.19206019,0.052657392,0.022511095,0.002954673,0.10072637,0.0519913,0.05914591,0.011543303,0.014444846,0.016139686,0.008304998,0.009968462,0.007664362,0.005524571,0.042410813,0.01583414,0.012797731,0.049866207,0.039722618,0.01645899,0.476129,0.009376153,0.007999844,0.0025932705,0.040107798,0.007509446,0.04598604,0.3970964
뽀로로앤타요테마파크 월미도점,0.012561585,0.018025406,0.016129557,0.01277473,0.34943733,0.0065540643,0.046009865,0.5692726,0.027333656,0.0030984364,0.017823532,0.009487178,0.03825748,0.020504579,0.023115631,0.005757286,0.02389274,0.05575589,0.060106933,0.028377833,0.041565444,0.07920447,0.004515481,0.0024901393,0.023885725,0.11307024,0.025419997,0.0037940822,0.018742407,0.013789122
쁘띠프랑스,0.054816037,0.33813897,0.050147135,0.031841636,0.18717945,0.0075877844,0.11973232,0.36929438,0.12283937,0.039999273,0.034251474,0.01160994,0.017973207,0.02298555,0.014417356,0.006015516,0.01761779,0.03869983,0.03406855,0.027354432,0.035394575,0.04772078,0.041525576,0.011798916,0.09321874,0.004569752,0.0462015,0.005692604,0.028578743,0.055932265
사천바다케이블카,0.5464401,0.07649815,0.04610148,0.033933744,0.09345703,0.013940219,0.15330951,0.08895484,0.15286957,0.011744394,0.0072528287,0.013924611,0.012382642,0.020179424,0.02445929,0.0032807714,0.010976663,0.056643274,0.009261272,0.03668196,0.029479653,0.12882477,0.033387367,0.0069334647,0.039681092,0.008536727,0.065274306,0.005121807,0.01959347,0.04268465
산굼부리,0.30534273,0.16833492,0.064604744,0.065869965,0.023992311,0.0036428284,0.30298492,0.056896936,0.053562965,0.010762063,0.012670816,0.015261345,0.007929638,0.014002982,0.034967978,0.009090212,0.035711486,0.010057146,0.025379919,0.032434165,0.061870664,0.044376682,0.17332724,0.009243739,0.010040838,0.0033647146,0.020650836,0.0048225177,0.098520376,0.15986948
산방산 탄산온천,0.09072196,0.045115776,0.0617125,0.026647292,0.055136107,0.031795613,0.05185972,0.09347128,0.11304239,0.005511261,0.01633726,0.013425013,0.02010908,0.0131371645,0.03907106,0.0046397657,0.035409164,0.063939534,0.071307525,0.05641902,0.12760505,0.09717731,0.021928413,0.0045214705,0.0035517206,0.0045028725,0.16774262,0.0035393115,0.012954396,0.044450667
삼척해양레일바이크 궁촌정거장,0.27762797,0.038437344,0.039805505,0.016457738,0.1505576,0.01796085,0.068686046,0.079904266,0.05319067,0.008374634,0.0058406685,0.0062248553,0.0125683565,0.004729518,0.016005682,0.0018772921,0.0052258647,0.052011568,0.003848878,0.04198224,0.020977948,0.07829372,0.0043266704,0.0017894618,0.0021359085,0.0051577766,0.08387172,0.005236695,0.007156355,0.00741383
삽교호놀이동산,0.045163255,0.056292947,0.013043947,0.0206461,0.12713607,0.055129625,0.016460558,0.18302538,0.024862314,0.017759353,0.012125092,0.0054438864,0.026572796,0.0059341667,0.035865985,0.0040808124,0.018566592,0.029307583,0.01724312,0.036238506,0.01331751,0.039931692,0.011972394,0.002730549,0.11340062,0.13022295,0.012847559,0.0074328985,0.013735058,0.01598162
상동호수공원,0.039735917,0.03903934,0.03557053,0.0214,0.018431287,0.020837937,0.075412445,0.060496017,0.017309986,0.002815983,0.008414854,0.0015504754,0.0035405927,0.02165667,0.011613294,0.0049859234,0.08657779,0.014968154,0.011011974,0.022217097,0.027991304,0.018798564,0.17169324,0.0049563255,0.0024184838,0.0020599258,0.024281628,0.019308934,0.0023362637,0.1696899
서귀포매일올레시장,0.0034494072,0.009315927,0.003534383,0.004917991,0.012860905,0.00091392844,0.004598908,0.015018114,0.008655488,0.00075660215,0.00063203287,0.0024245884,0.068546556,0.0037436492,0.030598812,0.005582588,0.1484712,0.02489726,0.0048151035,0.007148617,0.010843203,0.015222127,0.0036517389,0.0005217589,0.0012750139,0.0011385081,0.001124524,0.0007797461,0.010778563,0.0055174786
서대문형무소역사관,0.012111611,0.017506639,0.105946496,0.0071553974,0.045621626,0.0025410822,0.03819443,0.23715164,0.012558739,0.0044849296,0.0036966985,0.002178609,0.0032226795,0.0029558768,0.004390342,0.0033687328,0.015748851,0.013025703,0.012761424,0.2540199,0.01301921,0.018565007,0.0051946454,0.23762713,0.100873284,0.0020593358,0.010630407,0.002462759,0.02021032,0.01435348
서울대공원,0.038048793,0.048378833,0.05201456,0.0142562445,0.08420646,0.0038365966,0.28378254,0.26216674,0.077934325,0.026138674,0.03599212,0.015128083,0.020884505,0.02337037,0.05085928,0.0070339884,0.056918554,0.035592716,0.08910383,0.030174566,0.072747074,0.09433758,0.07563513,0.0033812674,0.032095455,0.0066662505,0.05155407,0.007898254,0.03145042,0.091774866
서울랜드,0.022836614,0.048776384,0.02432118,0.03298264,0.21533586,0.039227214,0.20488821,0.33831987,0.05968735,0.013578863,0.028852217,0.014181866,0.06484344,0.034013797,0.09005889,0.011513541,0.08953456,0.059320096,0.031900797,0.05171131,0.034740165,0.16446947,0.01817296,0.008759593,0.007870558,0.22989,0.041855805,0.014101421,0.038155902,0.038161643
서울숲,0.19190471,0.19568378,0.20434701,0.07549941,0.05508051,0.05309845,0.489959,0.065573625,0.07740635,0.047399633,0.04120809,0.016301094,0.05341628,0.046656925,0.0058492394,0.006834789,0.034499947,0.008744921,0.06740241,0.11098545,0.029277112,0.06561713,0.32546732,0.017067034,0.024009861,0.00568021,0.05513077,0.022323443,0.019420404,0.42508188
서울스카이,0.35392603,0.15269543,0.046235785,0.05291955,0.09212842,0.19815268,0.16841242,0.14326544,0.1400905,0.031812597,0.020159619,0.014972984,0.04193727,0.052382447,0.06270375,0.008523372,0.021599928,0.041505724,0.004964768,0.04517727,0.029276375,0.15259553,0.01154135,0.0066651586,0.04123171,0.005677837,0.027202815,0.004585358,0.029150765,0.019266432
서울식물원,0.015729653,0.12625849,0.083493166,0.0295672,0.038528748,0.0048222765,0.28827798,0.06883484,0.10291305,0.056907903,0.01499967,0.015025188,0.016910456,0.053977128,0.02948217,0.008410292,0.13047308,0.01488161,0.04957443,0.06844693,0.06688765,0.047543716,0.1930456,0.0086459555,0.06531498,0.0050449185,0.14984511,0.011959582,0.07111589,0.19394642
서울어린이대공원,0.016606715,0.017943677,0.028180996,0.008249815,0.21103126,0.0060809357,0.12801775,0.41059524,0.037266176,0.014577204,0.07102842,0.019829743,0.03160618,0.017903125,0.063491985,0.008264499,0.050706167,0.04274924,0.025246914,0.054521356,0.030912263,0.20438457,0.04651824,0.0042903605,0.0149790505,0.2747139,0.028448133,0.010536407,0.053501144,0.065666914
서피비치,0.17637187,0.055550583,0.031713787,0.12120296,0.22491117,0.020847995,0.10377531,0.06445823,0.03186456,0.008367854,0.037370257,0.021827346,0.030422457,0.04779452,0.01407479,0.009286186,0.01597605,0.29377884,0.014410857,0.03295955,0.03441292,0.039086472,0.00729716,0.0031456028,0.003817135,0.007385074,0.026988292,0.015889348,0.013451052,0.025730595
서해랑 제부도해상케이블카,0.28589654,0.12804522,0.06476752,0.031478457,0.11502348,0.014712079,0.1375406,0.20875064,0.1882066,0.0325438,0.010755506,0.012056482,0.018082485,0.042899583,0.060295936,0.009716748,0.032814223,0.058128063,0.03687974,0.11930732,0.059633523,0.10850844,0.032334853,0.007414386,0.009325947,0.01685092,0.09710794,0.019561486,0.07368504,0.045363292
석굴암,0.07791314,0.14679584,0.069524914,0.05903327,0.033042327,0.009710921,0.09509845,0.071161196,0.033042114,0.005709133,0.0044317795,0.0028900835,0.010273621,0.018950535,0.014584616,0.0050721276,0.14347519,0.021026965,0.015792077,0.08026101,0.02510338,0.051248357,0.10112625,0.11615137,0.045224585,0.002934914,0.023370894,0.0049436656,0.05236992,0.10631323
석촌호수,0.16046436,0.1630589,0.08591147,0.0918313,0.034045886,0.17390406,0.50497735,0.033719208,0.023232846,0.04016149,0.016037012,0.009195597,0.043869823,0.023208646,0.0050848126,0.0047159763,0.007518841,0.004375915,0.015989775,0.11198064,0.018949203,0.07084909,0.36276993,0.017000377,0.027127689,0.025645323,0.04055456,0.018382289,0.019077204,0.35936382
석파정 서울미술관,0.080800235,0.09752573,0.09657178,0.079668194,0.04704702,0.010288931,0.2294213,0.03511609,0.0177697,0.012167813,0.015081872,0.017273925,0.00891189,0.0116301095,0.022844875,0.008234797,0.04263048,0.029267231,0.020497637,0.04373436,0.022146435,0.031653576,0.09295834,0.017198294,0.59035695,0.004389372,0.016477112,0.006420421,0.07159387,0.121557735
